Name,Tx,Ty,Tz,R11,R12,R13,R21,R22,R23,R31,R32,R33
img__204,-0.000428,-0.034292,0.335206,0.244416,0.337614,0.908998,0.810014,-0.586411,0,0.533047,0.736301,-0.4168
img__205,-0.017517,-0.029483,0.335206,0.616677,-0.000824,0.787216,0.579284,-0.676654,-0.454499,0.533047,0.736301,-0.4168
img__206,-0.029912,-0.016775,0.335206,0.8237,-0.33904,0.454499,0.193336,-0.585588,-0.787216,0.533047,0.736301,-0.4168
img__207,-0.034292,0.000428,0.335206,0.810014,-0.586411,0,-0.244416,-0.337614,-0.908998,0.533047,0.736301,-0.4168
img__208,-0.029483,0.017517,0.335206,0.579284,-0.676654,-0.454499,-0.616677,0.000824,-0.787216,0.533047,0.736301,-0.4168
img__209,-0.016775,0.029912,0.335206,0.193336,-0.585588,-0.787216,-0.8237,0.33904,-0.454499,0.533047,0.736301,-0.4168
img__210,-0.02211,-0.006586,0.336165,0.18144,0.305466,0.934757,0.859769,-0.510684,0,0.477365,0.803675,-0.355289
img__211,-0.022441,0.005351,0.336165,0.587016,0.0092,0.809523,0.653862,-0.594998,-0.467378,0.477365,0.803675,-0.355289
img__212,-0.016759,0.015855,0.336165,0.835302,-0.289532,0.467378,0.272753,-0.519883,-0.809523,0.477365,0.803675,-0.355289
img__213,-0.006586,0.02211,0.336165,0.859769,-0.510684,0,-0.18144,-0.305466,-0.934757,0.477365,0.803675,-0.355289
img__214,0.005351,0.022441,0.336165,0.653862,-0.594998,-0.467378,-0.587016,-0.0092,-0.809523,0.477365,0.803675,-0.355289
img__215,0.015855,0.016759,0.336165,0.272753,-0.519883,-0.809523,-0.835302,0.289532,-0.467378,0.477365,0.803675,-0.355289
img__216,-0.009225,-0.026217,0.335807,0.221351,0.32345,0.919991,0.825256,-0.564758,0,0.519573,0.759229,-0.391939
img__217,-0.021098,-0.018092,0.335807,0.604324,-0.002263,0.796736,0.604018,-0.65082,-0.459996,0.519573,0.759229,-0.391939
img__218,-0.027317,-0.005119,0.335807,0.825368,-0.32737,0.459996,0.220933,-0.562495,-0.796736,0.519573,0.759229,-0.391939
img__219,-0.026217,0.009225,0.335807,0.825256,-0.564758,0,-0.221351,-0.32345,-0.919991,0.519573,0.759229,-0.391939
img__220,-0.018092,0.021098,0.335807,0.604018,-0.65082,-0.459996,-0.604324,0.002263,-0.796736,0.519573,0.759229,-0.391939
img__221,-0.005119,0.027317,0.335807,0.220933,-0.562495,-0.796736,-0.825368,0.32737,-0.459996,0.519573,0.759229,-0.391939
img__222,-0.020217,-0.030659,0.334948,0.208781,0.29575,0.932171,0.816946,-0.576714,0,0.537596,0.761533,-0.362019
img__223,-0.032838,-0.016443,0.334948,0.589283,-0.03223,0.807284,0.603106,-0.647324,-0.466085,0.537596,0.761533,-0.362019
img__224,-0.03666,0.002179,0.334948,0.811887,-0.351574,0.466085,0.227663,-0.544484,-0.807284,0.537596,0.761533,-0.362019
img__225,-0.030659,0.020217,0.334948,0.816946,-0.576714,0,-0.208781,-0.29575,-0.932171,0.537596,0.761533,-0.362019
img__226,-0.016443,0.032838,0.334948,0.603106,-0.647324,-0.466085,-0.589283,0.03223,-0.807284,0.537596,0.761533,-0.362019
img__227,0.002179,0.03666,0.334948,0.227663,-0.544484,-0.807284,-0.811887,0.351574,-0.466085,0.537596,0.761533,-0.362019
img__228,-0.015054,-0.009758,0.336478,0.194784,0.320332,0.927063,0.854436,-0.519557,0,0.481662,0.792116,-0.374904
img__229,-0.017916,-0.000923,0.336478,0.595906,0.017637,0.802861,0.642571,-0.610116,-0.463532,0.481662,0.792116,-0.374904
img__230,-0.015978,0.008158,0.336478,0.837355,-0.289784,0.463532,0.25853,-0.537194,-0.802861,0.481662,0.792116,-0.374904
img__231,-0.009758,0.015054,0.336478,0.854436,-0.519557,0,-0.194784,-0.320332,-0.927063,0.481662,0.792116,-0.374904
img__232,-0.000923,0.017916,0.336478,0.642571,-0.610116,-0.463532,-0.595906,-0.017637,-0.802861,0.481662,0.792116,-0.374904
img__233,0.008158,0.015978,0.336478,0.25853,-0.537194,-0.802861,-0.837355,0.289784,-0.463532,0.481662,0.792116,-0.374904
img__234,-0.016356,-0.003267,0.336543,-0.914928,0.359349,-0.183777,0,0.455327,0.890324,0.403616,0.814583,-0.416592
img__235,-0.015798,0.005349,0.336543,-0.792351,0.538869,0.286006,0.457464,0.21465,0.862932,0.403616,0.814583,-0.416592
img__236,-0.011007,0.012532,0.336543,-0.457464,0.573999,0.679155,0.792351,-0.083542,0.604318,0.403616,0.814583,-0.416592
img__237,-0.003267,0.016356,0.336543,0,0.455327,0.890324,0.914928,-0.359349,0.183777,0.403616,0.814583,-0.416592
img__238,0.005349,0.015798,0.336543,0.457464,0.21465,0.862932,0.792351,-0.538869,-0.286006,0.403616,0.814583,-0.416592
img__239,0.012532,0.011007,0.336543,0.792351,-0.083542,0.604318,0.457464,-0.573999,-0.679155,0.403616,0.814583,-0.416592
img__240,-0.019137,0.006621,0.336347,0.172013,0.320269,0.931579,0.880976,-0.473162,0,0.440788,0.820698,-0.363539
img__241,-0.013263,0.015303,0.336347,0.589455,0.04078,0.806771,0.676941,-0.569905,-0.465789,0.440788,0.820698,-0.363539
img__242,-0.003834,0.019884,0.336347,0.848954,-0.249636,0.465789,0.29152,-0.513942,-0.806771,0.440788,0.820698,-0.363539
img__243,0.006621,0.019137,0.336347,0.880976,-0.473162,0,-0.172013,-0.320269,-0.931579,0.440788,0.820698,-0.363539
img__244,0.015303,0.013263,0.336347,0.676941,-0.569905,-0.465789,-0.589455,-0.04078,-0.806771,0.440788,0.820698,-0.363539
img__245,0.019884,0.003834,0.336347,0.29152,-0.513942,-0.806771,-0.848954,0.249636,-0.465789,0.440788,0.820698,-0.363539
img__246,-0.017264,-0.040179,0.334106,0.223551,0.296537,0.928488,0.798513,-0.601978,0,0.55893,0.74141,-0.371361
img__247,-0.03504,-0.026164,0.334106,0.592857,-0.044181,0.804095,0.579756,-0.669597,-0.464244,0.55893,0.74141,-0.371361
img__248,-0.043428,-0.005139,0.334106,0.803308,-0.37306,0.464244,0.205655,-0.557797,-0.804095,0.55893,0.74141,-0.371361
img__249,-0.040179,0.017264,0.334106,0.798513,-0.601978,0,-0.223551,-0.296537,-0.928488,0.55893,0.74141,-0.371361
img__250,-0.026164,0.03504,0.334106,0.579756,-0.669597,-0.464244,-0.592857,0.044181,-0.804095,0.55893,0.74141,-0.371361
img__251,-0.005139,0.043428,0.334106,0.205655,-0.557797,-0.804095,-0.803308,0.37306,-0.464244,0.55893,0.74141,-0.371361
img__252,-0.004931,0.014011,0.336628,-0.900537,0.375109,-0.21983,0,0.505614,0.86276,0.434779,0.776947,-0.455325
img__253,0.002735,0.014599,0.336628,-0.779888,0.577661,0.241001,0.450269,0.25032,0.857087,0.434779,0.776947,-0.455325
img__254,0.009668,0.011275,0.336628,-0.450269,0.62543,0.637257,0.779888,-0.072047,0.621758,0.434779,0.776947,-0.455325
img__255,0.014011,0.004931,0.336628,0,0.505614,0.86276,0.900537,-0.375109,0.21983,0.434779,0.776947,-0.455325
img__256,0.014599,-0.002735,0.336628,0.450269,0.25032,0.857087,0.779888,-0.577661,-0.241001,0.434779,0.776947,-0.455325
img__257,0.011275,-0.009668,0.336628,0.779888,-0.072047,0.621758,0.450269,-0.62543,-0.637257,0.434779,0.776947,-0.455325
img__258,-0.003872,-0.016883,0.33651,0.218862,0.341752,0.91395,0.842113,-0.539301,0,0.492894,0.76965,-0.405826
img__259,-0.011795,-0.012685,0.33651,0.610597,0.026316,0.791504,0.61986,-0.637924,-0.456975,0.492894,0.76965,-0.405826
img__260,-0.016557,-0.005089,0.33651,0.838723,-0.296172,0.456975,0.231516,-0.565616,-0.791504,0.492894,0.76965,-0.405826
img__261,-0.016883,0.003872,0.33651,0.842113,-0.539301,0,-0.218862,-0.341752,-0.91395,0.492894,0.76965,-0.405826
img__262,-0.012685,0.011795,0.33651,0.61986,-0.637924,-0.456975,-0.610597,-0.026316,-0.791504,0.492894,0.76965,-0.405826
img__263,-0.005089,0.016557,0.33651,0.231516,-0.565616,-0.791504,-0.838723,0.296172,-0.456975,0.492894,0.76965,-0.405826
img__264,-0.009244,-0.018949,0.336295,0.213254,0.328096,0.920258,0.838453,-0.544974,0,0.501516,0.771593,-0.391312
img__265,-0.01748,-0.011788,0.336295,0.60391,0.011653,0.796967,0.619495,-0.636009,-0.460129,0.501516,0.771593,-0.391312
img__266,-0.021032,-0.001469,0.336295,0.832749,-0.307913,0.460129,0.234543,-0.556627,-0.796967,0.501516,0.771593,-0.391312
img__267,-0.018949,0.009244,0.336295,0.838453,-0.544974,0,-0.213254,-0.328096,-0.920258,0.501516,0.771593,-0.391312
img__268,-0.011788,0.01748,0.336295,0.619495,-0.636009,-0.460129,-0.60391,-0.011653,-0.796967,0.501516,0.771593,-0.391312
img__269,-0.001469,0.021032,0.336295,0.234543,-0.556627,-0.796967,-0.832749,0.307913,-0.460129,0.501516,0.771593,-0.391312
img__270,-0.007901,0.013237,0.336603,0.179186,0.351638,0.918827,0.890989,-0.454025,0,0.41717,0.818665,-0.39466
img__271,-0.000224,0.015414,0.336603,0.600674,0.077515,0.795728,0.682026,-0.569016,-0.459414,0.41717,0.818665,-0.39466
img__272,0.007513,0.013461,0.336603,0.861212,-0.217378,0.459414,0.290315,-0.53154,-0.795728,0.41717,0.818665,-0.39466
img__273,0.013237,0.007901,0.336603,0.890989,-0.454025,0,-0.179186,-0.351638,-0.918827,0.41717,0.818665,-0.39466
img__274,0.015414,0.000224,0.336603,0.682026,-0.569016,-0.459414,-0.600674,-0.077515,-0.795728,0.41717,0.818665,-0.39466
img__275,0.013461,-0.007513,0.336603,0.290315,-0.53154,-0.795728,-0.861212,0.217378,-0.459414,0.41717,0.818665,-0.39466
img__276,-0.023791,-0.003339,0.336098,-0.923626,0.341299,-0.174443,0,0.455114,0.890433,0.383295,0.822427,-0.420355
img__277,-0.022273,0.009004,0.336098,-0.799883,0.523131,0.294144,0.461813,0.223491,0.858359,0.383295,0.822427,-0.420355
img__278,-0.014787,0.018934,0.336098,-0.461813,0.56479,0.683916,0.799883,-0.068016,0.596289,0.383295,0.822427,-0.420355
img__279,-0.003339,0.023791,0.336098,0,0.455114,0.890433,0.923626,-0.341299,0.174443,0.383295,0.822427,-0.420355
img__280,0.009004,0.022273,0.336098,0.461813,0.223491,0.858359,0.799883,-0.523131,-0.294144,0.383295,0.822427,-0.420355
img__281,0.018934,0.014787,0.336098,0.799883,-0.068016,0.596289,0.461813,-0.56479,-0.683916,0.383295,0.822427,-0.420355
img__282,-0.025912,-0.019718,0.335379,0.188871,0.288988,0.938517,0.83708,-0.547081,0,0.513444,0.785614,-0.345234
img__283,-0.0323,-0.00412,0.335379,0.582107,-0.023269,0.812779,0.630497,-0.61828,-0.469258,0.513444,0.785614,-0.345234
img__284,-0.030032,0.012582,0.335379,0.819368,-0.329292,0.469258,0.254973,-0.523811,-0.812779,0.513444,0.785614,-0.345234
img__285,-0.019718,0.025912,0.335379,0.83708,-0.547081,0,-0.188871,-0.288988,-0.938517,0.513444,0.785614,-0.345234
img__286,-0.00412,0.0323,0.335379,0.630497,-0.61828,-0.469258,-0.582107,0.023269,-0.812779,0.513444,0.785614,-0.345234
img__287,0.012582,0.030032,0.335379,0.254973,-0.523811,-0.812779,-0.819368,0.329292,-0.469258,0.513444,0.785614,-0.345234
img__288,-0.001995,0.006548,0.336886,0.194309,0.361573,0.911871,0.880862,-0.473373,0,0.431655,0.803233,-0.410477
img__289,0.001546,0.006668,0.336886,0.608707,0.076445,0.789704,0.665695,-0.59074,-0.455936,0.431655,0.803233,-0.410477
img__290,0.004673,0.005002,0.336886,0.860003,-0.229166,0.455936,0.272155,-0.549818,-0.789704,0.431655,0.803233,-0.410477
img__291,0.006548,0.001995,0.336886,0.880862,-0.473373,0,-0.194309,-0.361573,-0.911871,0.431655,0.803233,-0.410477
img__292,0.006668,-0.001546,0.336886,0.665695,-0.59074,-0.455936,-0.608707,-0.076445,-0.789704,0.431655,0.803233,-0.410477
img__293,0.005002,-0.004673,0.336886,0.272155,-0.549818,-0.789704,-0.860003,0.229166,-0.455936,0.431655,0.803233,-0.410477
img__294,-0.015036,0.022164,0.33589,0.160706,0.339511,0.926772,0.903856,-0.427837,0,0.396507,0.837668,-0.375625
img__295,-0.00194,0.026712,0.33589,0.591103,0.080106,0.802608,0.702409,-0.540273,-0.463386,0.396507,0.837668,-0.375625
img__296,0.011676,0.024103,0.33589,0.863115,-0.200762,0.463386,0.312753,-0.507943,-0.802608,0.396507,0.837668,-0.375625
img__297,0.022164,0.015036,0.33589,0.903856,-0.427837,0,-0.160706,-0.339511,-0.926772,0.396507,0.837668,-0.375625
img__298,0.026712,0.00194,0.33589,0.702409,-0.540273,-0.463386,-0.591103,-0.080106,-0.802608,0.396507,0.837668,-0.375625
img__299,0.024103,-0.011676,0.33589,0.312753,-0.507943,-0.802608,-0.863115,0.200762,-0.463386,0.396507,0.837668,-0.375625
img__300,-0.028868,0.009471,0.310476,0.011878,-0.999303,0.0354,-0.948053,0,0.318113,-0.317892,-0.037339,-0.947392
img__301,-0.020265,0.022637,0.310476,-0.46374,-0.865421,0.189714,-0.826977,0.499651,0.257795,-0.317892,-0.037339,-0.947392
img__302,-0.006232,0.029737,0.310476,-0.815099,-0.499651,0.293194,-0.484313,0.865421,0.1284,-0.317892,-0.037339,-0.947392
img__303,0.009471,0.028868,0.310476,-0.948053,0,0.318113,-0.011878,0.999303,-0.0354,-0.317892,-0.037339,-0.947392
img__304,0.022637,0.020265,0.310476,-0.826977,0.499651,0.257795,0.46374,0.865421,-0.189714,-0.317892,-0.037339,-0.947392
img__305,0.029737,0.006232,0.310476,-0.484313,0.865421,0.1284,0.815099,0.499651,-0.293194,-0.317892,-0.037339,-0.947392
img__306,-0.024441,-0.020455,0.310327,0.009431,-0.999732,0.021125,-0.913142,0,0.407642,-0.407533,-0.023135,-0.912897
img__307,-0.031394,-0.005494,0.310327,-0.448404,-0.865794,0.222116,-0.795519,0.499866,0.342466,-0.407533,-0.023135,-0.912897
img__308,-0.029936,0.010939,0.310327,-0.786089,-0.499866,0.363591,-0.464738,0.865794,0.185526,-0.407533,-0.023135,-0.912897
img__309,-0.020455,0.024441,0.310327,-0.913142,0,0.407642,-0.009431,0.999732,-0.021125,-0.407533,-0.023135,-0.912897
img__310,-0.005494,0.031394,0.310327,-0.795519,0.499866,0.342466,0.448404,0.865794,-0.222116,-0.407533,-0.023135,-0.912897
img__311,0.010939,0.029936,0.310327,-0.464738,0.865794,0.185526,0.786089,0.499866,-0.363591,-0.407533,-0.023135,-0.912897
img__312,-0.01316,-0.00317,0.311665,-0.004684,-0.999914,-0.012282,-0.934364,0,0.356321,-0.35629,0.013144,-0.934283
img__313,-0.012982,0.003835,0.311665,-0.471238,-0.865951,0.167524,-0.806841,0.499957,0.314724,-0.35629,0.013144,-0.934283
img__314,-0.009325,0.009812,0.311665,-0.811524,-0.499957,0.302442,-0.463126,0.865951,0.188797,-0.35629,0.013144,-0.934283
img__315,-0.00317,0.01316,0.311665,-0.934364,0,0.356321,0.004684,0.999914,0.012282,-0.35629,0.013144,-0.934283
img__316,0.003835,0.012982,0.311665,-0.806841,0.499957,0.314724,0.471238,0.865951,-0.167524,-0.35629,0.013144,-0.934283
img__317,0.009812,0.009325,0.311665,-0.463126,0.865951,0.188797,0.811524,0.499957,-0.302442,-0.35629,0.013144,-0.934283
img__318,-0.006532,0.024639,0.310916,-0.009368,-0.999405,-0.033207,-0.962434,0,0.271515,-0.271353,0.034503,-0.961861
img__319,0.006663,0.024604,0.310916,-0.48933,-0.86551,0.106999,-0.828808,0.499702,0.251742,-0.271353,0.034503,-0.961861
img__320,0.018072,0.017976,0.310916,-0.838177,-0.499702,0.218535,-0.473104,0.86551,0.164516,-0.271353,0.034503,-0.961861
img__321,0.024639,0.006532,0.310916,-0.962434,0,0.271515,0.009368,0.999405,0.033207,-0.271353,0.034503,-0.961861
img__322,0.024604,-0.006663,0.310916,-0.828808,0.499702,0.251742,0.48933,0.86551,-0.106999,-0.271353,0.034503,-0.961861
img__323,0.017976,-0.018072,0.310916,-0.473104,0.86551,0.164516,0.838177,0.499702,-0.218535,-0.271353,0.034503,-0.961861
img__324,-0.019789,0.026989,0.310159,0.002157,-0.999967,0.007875,-0.964463,0,0.264219,-0.26421,-0.008165,-0.96443
img__325,-0.003643,0.033268,0.310159,-0.480363,-0.865997,0.13893,-0.836328,0.499983,0.224883,-0.26421,-0.008165,-0.96443
img__326,0.013479,0.030632,0.310159,-0.83417,-0.499983,0.232758,-0.4841,0.865997,0.125289,-0.26421,-0.008165,-0.96443
img__327,0.026989,0.019789,0.310159,-0.964463,0,0.264219,-0.002157,0.999967,-0.007875,-0.26421,-0.008165,-0.96443
img__328,0.033268,0.003643,0.310159,-0.836328,0.499983,0.224883,0.480363,0.865997,-0.13893,-0.26421,-0.008165,-0.96443
img__329,0.030632,-0.013479,0.310159,-0.4841,0.865997,0.125289,0.83417,0.499983,-0.232758,-0.26421,-0.008165,-0.96443
img__330,-0.006565,-0.006278,0.311827,-0.012539,-0.999412,-0.031921,-0.930761,0,0.365628,-0.365413,0.034295,-0.930214
img__331,-0.008824,-0.002154,0.311827,-0.47624,-0.865516,0.15517,-0.799793,0.499706,0.332603,-0.365413,0.034295,-0.930214
img__332,-0.008719,0.002547,0.311827,-0.812332,-0.499706,0.300683,-0.454521,0.865516,0.210458,-0.365413,0.034295,-0.930214
img__333,-0.006278,0.006565,0.311827,-0.930761,0,0.365628,0.012539,0.999412,0.031921,-0.365413,0.034295,-0.930214
img__334,-0.002154,0.008824,0.311827,-0.799793,0.499706,0.332603,0.47624,0.865516,-0.15517,-0.365413,0.034295,-0.930214
img__335,0.002547,0.008719,0.311827,-0.454521,0.865516,0.210458,0.812332,0.499706,-0.300683,-0.365413,0.034295,-0.930214
img__336,-0.022047,0.011796,0.310955,0.00479,-0.999881,0.014638,-0.950402,0,0.311024,-0.310987,-0.015402,-0.950289
img__337,-0.013195,0.02124,0.310955,-0.471052,-0.865923,0.168189,-0.825468,0.499941,0.262036,-0.310987,-0.015402,-0.950289
img__338,-0.000808,0.024992,0.310955,-0.820677,-0.499941,0.276674,-0.47935,0.865923,0.142835,-0.310987,-0.015402,-0.950289
img__339,0.011796,0.022047,0.310955,-0.950402,0,0.311024,-0.00479,0.999881,-0.014638,-0.310987,-0.015402,-0.950289
img__340,0.02124,0.013195,0.310955,-0.825468,0.499941,0.262036,0.471052,0.865923,-0.168189,-0.310987,-0.015402,-0.950289
img__341,0.024992,0.000808,0.310955,-0.47935,0.865923,0.142835,0.820677,0.499941,-0.276674,-0.310987,-0.015402,-0.950289
img__342,-0.031313,0.006501,0.310316,0.014786,-0.998978,0.042711,-0.944975,0,0.327142,-0.326807,-0.045197,-0.94401
img__343,-0.023867,0.021287,0.310316,-0.459683,-0.86514,0.200559,-0.825766,0.499489,0.261958,-0.326807,-0.045197,-0.94401
img__344,-0.010026,0.030368,0.310316,-0.81098,-0.499489,0.304668,-0.485293,0.86514,0.126582,-0.326807,-0.045197,-0.94401
img__345,0.006501,0.031313,0.310316,-0.944975,0,0.327142,-0.014786,0.998978,-0.042711,-0.326807,-0.045197,-0.94401
img__346,0.021287,0.023867,0.310316,-0.825766,0.499489,0.261958,0.459683,0.86514,-0.200559,-0.326807,-0.045197,-0.94401
img__347,0.030368,0.010026,0.310316,-0.485293,0.86514,0.126582,0.81098,0.499489,-0.304668,-0.326807,-0.045197,-0.94401
img__348,0.000055,0.005562,0.31191,-0.018314,-0.998459,-0.052389,-0.943984,0,0.329991,-0.329483,0.055497,-0.942529
img__349,0.002828,0.004789,0.31191,-0.487852,-0.864691,0.119626,-0.808357,0.499229,0.311975,-0.329483,0.055497,-0.942529
img__350,0.004844,0.002733,0.31191,-0.826671,-0.499229,0.259587,-0.456132,0.864691,0.210366,-0.329483,0.055497,-0.942529
img__351,0.005562,-0.000055,0.31191,-0.943984,0,0.329991,0.018314,0.998459,0.052389,-0.329483,0.055497,-0.942529
img__352,0.004789,-0.002828,0.31191,-0.808357,0.499229,0.311975,0.487852,0.864691,-0.119626,-0.329483,0.055497,-0.942529
img__353,0.002733,-0.004844,0.31191,-0.456132,0.864691,0.210366,0.826671,0.499229,-0.259587,-0.329483,0.055497,-0.942529
img__354,-0.021178,-0.032519,0.309536,0.005609,-0.99992,0.011356,-0.89661,0,0.442821,-0.442786,-0.012666,-0.896538
img__355,-0.0346,-0.017573,0.309536,-0.443448,-0.865956,0.231245,-0.779291,0.49996,0.377816,-0.442786,-0.012666,-0.896538
img__356,-0.038751,0.002081,0.309536,-0.773683,-0.49996,0.389172,-0.453162,0.865956,0.211576,-0.442786,-0.012666,-0.896538
img__357,-0.032519,0.021178,0.309536,-0.89661,0,0.442821,-0.005609,0.99992,-0.011356,-0.442786,-0.012666,-0.896538
img__358,-0.017573,0.0346,0.309536,-0.779291,0.49996,0.377816,0.443448,0.865956,-0.231245,-0.442786,-0.012666,-0.896538
img__359,0.002081,0.038751,0.309536,-0.453162,0.865956,0.211576,0.773683,0.49996,-0.389172,-0.442786,-0.012666,-0.896538
img__360,-0.00855,-0.021982,0.311066,-0.011538,-0.999608,-0.025508,-0.911128,0,0.412123,-0.411962,0.027996,-0.910771
img__361,-0.018396,-0.014762,0.311066,-0.465556,-0.865686,0.183971,-0.783291,0.499804,0.369663,-0.411962,0.027996,-0.910771
img__362,-0.023312,-0.003587,0.311066,-0.794829,-0.499804,0.344155,-0.445572,0.865686,0.228152,-0.411962,0.027996,-0.910771
img__363,-0.021982,0.00855,0.311066,-0.911128,0,0.412123,0.011538,0.999608,0.025508,-0.411962,0.027996,-0.910771
img__364,-0.014762,0.018396,0.311066,-0.783291,0.499804,0.369663,0.465556,0.865686,-0.183971,-0.411962,0.027996,-0.910771
img__365,-0.003587,0.023312,0.311066,-0.445572,0.865686,0.228152,0.794829,0.499804,-0.344155,-0.411962,0.027996,-0.910771
img__366,-0.028012,0.023217,0.30983,0.009564,-0.999399,0.033317,-0.961181,0,0.27592,-0.275754,-0.034662,-0.960603
img__367,-0.01265,0.034112,0.30983,-0.472308,-0.865505,0.166813,-0.837189,0.4997,0.222295,-0.275754,-0.034662,-0.960603
img__368,0.0061,0.035867,0.30983,-0.827625,-0.4997,0.255612,-0.488873,0.865505,0.109107,-0.275754,-0.034662,-0.960603
img__369,0.023217,0.028012,0.30983,-0.961181,0,0.27592,-0.009564,0.999399,-0.033317,-0.275754,-0.034662,-0.960603
img__370,0.034112,0.01265,0.30983,-0.837189,0.4997,0.222295,0.472308,0.865505,-0.166813,-0.275754,-0.034662,-0.960603
img__371,0.035867,-0.0061,0.30983,-0.488873,0.865505,0.109107,0.827625,0.4997,-0.255612,-0.275754,-0.034662,-0.960603
img__372,-0.029496,-0.017143,0.310088,0.015678,-0.999223,0.036148,-0.917433,0,0.397891,-0.397582,-0.039402,-0.91672
img__373,-0.034116,-0.000098,0.310088,-0.445139,-0.865353,0.230251,-0.802359,0.499612,0.326509,-0.397582,-0.039402,-0.91672
img__374,-0.029595,0.016973,0.310088,-0.786681,-0.499612,0.362658,-0.472294,0.865353,0.16764,-0.397582,-0.039402,-0.91672
img__375,-0.017143,0.029496,0.310088,-0.917433,0,0.397891,-0.015678,0.999223,-0.036148,-0.397582,-0.039402,-0.91672
img__376,-0.000098,0.034116,0.310088,-0.802359,0.499612,0.326509,0.445139,0.865353,-0.230251,-0.397582,-0.039402,-0.91672
img__377,0.016973,0.029595,0.310088,-0.472294,0.865353,0.16764,0.786681,0.499612,-0.362658,-0.397582,-0.039402,-0.91672
img__378,-0.006173,0.014311,0.31157,-0.010793,-0.999367,-0.033905,-0.952884,0,0.303334,-0.303142,0.035581,-0.952281
img__379,0.001809,0.015481,0.31157,-0.485789,-0.865477,0.122304,-0.819826,0.499683,0.279647,-0.303142,0.035581,-0.952281
img__380,0.009307,0.012502,0.31157,-0.830619,-0.499683,0.245742,-0.467095,0.865477,0.181029,-0.303142,0.035581,-0.952281
img__381,0.014311,0.006173,0.31157,-0.952884,0,0.303334,0.010793,0.999367,0.033905,-0.303142,0.035581,-0.952281
img__382,0.015481,-0.001809,0.31157,-0.819826,0.499683,0.279647,0.485789,0.865477,-0.122304,-0.303142,0.035581,-0.952281
img__383,0.012502,-0.009307,0.31157,-0.467095,0.865477,0.181029,0.830619,0.499683,-0.245742,-0.303142,0.035581,-0.952281
img__384,-0.030774,-0.004262,0.310408,0.015628,-0.999055,0.040552,-0.933108,0,0.359596,-0.359257,-0.043459,-0.932226
img__385,-0.028782,0.011696,0.310408,-0.45302,-0.865207,0.214917,-0.815909,0.499528,0.291144,-0.359257,-0.043459,-0.932226
img__386,-0.019078,0.02452,0.310408,-0.800281,-0.499528,0.331695,-0.480088,0.865207,0.144679,-0.359257,-0.043459,-0.932226
img__387,-0.004262,0.030774,0.310408,-0.933108,0,0.359596,-0.015628,0.999055,-0.040552,-0.359257,-0.043459,-0.932226
img__388,0.011696,0.028782,0.310408,-0.815909,0.499528,0.291144,0.45302,0.865207,-0.214917,-0.359257,-0.043459,-0.932226
img__389,0.02452,0.019078,0.310408,-0.480088,0.865207,0.144679,0.800281,0.499528,-0.331695,-0.359257,-0.043459,-0.932226
img__390,-0.02986,-0.038375,0.308146,0.018767,-0.999166,0.036255,-0.88807,0,0.459707,-0.459324,-0.040825,-0.88733
img__391,-0.045047,-0.018303,0.308146,-0.427782,-0.865303,0.261252,-0.778475,0.499583,0.379991,-0.459324,-0.040825,-0.88733
img__392,-0.048164,0.006672,0.308146,-0.759708,-0.499583,0.416246,-0.460288,0.865303,0.198456,-0.459324,-0.040825,-0.88733
img__393,-0.038375,0.02986,0.308146,-0.88807,0,0.459707,-0.018767,0.999166,-0.036255,-0.459324,-0.040825,-0.88733
img__394,-0.018303,0.045047,0.308146,-0.778475,0.499583,0.379991,0.427782,0.865303,-0.261252,-0.459324,-0.040825,-0.88733
img__395,0.006672,0.048164,0.308146,-0.460288,0.865303,0.198456,0.759708,0.499583,-0.416246,-0.459324,-0.040825,-0.88733
img__396,-0.003031,-0.027259,0.310751,-0.019575,-0.998951,-0.041388,-0.903994,0,0.427546,-0.427097,0.045784,-0.903046
img__397,-0.016254,-0.022091,0.310751,-0.468949,-0.865117,0.17793,-0.773094,0.499476,0.390959,-0.427097,0.045784,-0.903046
img__398,-0.025122,-0.011004,0.310751,-0.792669,-0.499476,0.349571,-0.435045,0.865117,0.249616,-0.427097,0.045784,-0.903046
img__399,-0.027259,0.003031,0.310751,-0.903994,0,0.427546,0.019575,0.998951,0.041388,-0.427097,0.045784,-0.903046
img__400,-0.022091,0.016254,0.310751,-0.773094,0.499476,0.390959,0.468949,0.865117,-0.17793,-0.427097,0.045784,-0.903046
img__401,-0.011004,0.025122,0.310751,-0.435045,0.865117,0.249616,0.792669,0.499476,-0.349571,-0.427097,0.045784,-0.903046
img__402,-0.007619,0.008437,0.311752,-0.009934,-0.999522,-0.029283,-0.94699,0,0.321262,-0.321108,0.030922,-0.946537
img__403,-0.00238,0.011116,0.311752,-0.482098,-0.865611,0.135272,-0.815151,0.499761,0.292862,-0.321108,0.030922,-0.946537
img__404,0.003497,0.010817,0.311752,-0.825085,-0.499761,0.26358,-0.464892,0.865611,0.18599,-0.321108,0.030922,-0.946537
img__405,0.008437,0.007619,0.311752,-0.94699,0,0.321262,0.009934,0.999522,0.029283,-0.321108,0.030922,-0.946537
img__406,0.011116,0.00238,0.311752,-0.815151,0.499761,0.292862,0.482098,0.865611,-0.135272,-0.321108,0.030922,-0.946537
